self_press_hist,prob_self_action,belief_self_pos_hist,belief_self_neg_hist,belief_self_zero_hist,belief_other_pos_hist,belief_other_neg_hist,belief_other_zero_hist,belief_self_press_hist,belief_other_press_hist,outcome_present_hist,experiment_condition_hist,timesteps,PID
0.0,0.44,0.2979857717689429,0.38213834510381023,0.31987588312724685,0.38213834510381023,0.2979857717689429,0.31987588312724685,9.776789666177542e-33,1.0,1.0,1.0,1,0308122014
1.0,0.44,0.24320105680686904,0.42328024708268863,0.3335186961104422,0.42328024708268863,0.24320105680686904,0.3335186961104422,1.0,9.480409377583236e-17,0.0,1.0,2,0308122014
0.0,0.44,0.20815475296554373,0.48463977882844744,0.3072054682060089,0.39203868077234244,0.2772787852257578,0.3306825340018998,6.414815259592519e-33,1.2760972659972819e-16,1.0,1.0,3,0308122014
1.0,0.44,0.17235317387517654,0.5200240478867397,0.30762277823808376,0.429081962445152,0.2316780019607744,0.33924003559407356,1.0,7.263852701006067e-17,0.0,1.0,4,0308122014
1.0,0.44,0.14128536700070007,0.5530283051353436,0.3056863278639564,0.3543217879881061,0.2707271158877367,0.37495109612415717,1.0,0.9999999999999998,0.0,1.0,5,0308122014
0.0,0.44,0.1255188927811992,0.5869472748664433,0.2875338323523576,0.3777273314028028,0.2539835694672518,0.36828909912994534,4.742474580605862e-33,1.0,1.0,1.0,6,0308122014
0.0,0.44,0.10645306276881758,0.6246861173941424,0.2688608198370401,0.395892473371919,0.2380947139465784,0.36601281268150254,4.177950477617955e-33,1.0,1.0,1.0,7,0308122014
0.0,0.44,0.08860527372177765,0.660307557121905,0.2510871691563174,0.41098900356675255,0.22400128819151655,0.36500970824173096,3.876102087525691e-33,1.0,1.0,1.0,8,0308122014
0.0,0.44,0.07049361948963465,0.7056558366097899,0.22385054390057538,0.40839036654608574,0.2281937428643983,0.36341589058951607,3.19389231458322e-33,1.2134745640101103e-16,1.0,1.0,9,0308122014
1.0,0.44,0.05070669452204657,0.7430629291499505,0.20623037632800287,0.37303278391413164,0.23905732394277412,0.3879098921430942,1.0,0.9999999999999998,0.0,1.0,10,0308122014
0.0,0.44,0.037564411313219054,0.7828897557814296,0.17954583290535125,0.3751279967055728,0.2359334665959831,0.388938536698444,2.7516047241688792e-33,1.0847575638434237e-16,1.0,1.0,11,0308122014
1.0,0.44,0.029416298896961044,0.8017560070348374,0.16882769406820156,0.400932889761969,0.20044294308427255,0.39862416715375837,1.0,1.0105594395618955e-16,0.0,1.0,12,0308122014
0.0,0.44,0.023654820340158242,0.8221443656215764,0.15420081403826522,0.4095286200577583,0.19132531671865596,0.39914606322358587,2.2977460458427123e-33,1.0,1.0,1.0,13,0308122014
0.0,0.44,0.016567220775205824,0.8521982098770893,0.13123456934770483,0.4114157461931705,0.18710405760364734,0.40148019620318226,1.7156296972698862e-33,1.0496680773177074e-16,1.0,1.0,14,0308122014
1.0,0.44,0.012116510207823176,0.8694858824282846,0.11839760736389211,0.42826936219219747,0.16255802098881886,0.40917261681898376,1.0,9.399526563016478e-17,0.0,1.0,15,0308122014
0.0,0.44,0.008186583870674688,0.8922328501494449,0.09958056597988034,0.43046672599791985,0.15784282150120754,0.4116904525008727,1.1894331410256184e-33,1.0155581083804182e-16,1.0,1.0,16,0308122014
1.0,0.44,0.005763039457510709,0.9062498180311652,0.08798714251132396,0.4430422280372269,0.1389466312027703,0.41801114076000284,1.0,9.041475410835205e-17,0.0,1.0,17,0308122014
0.0,0.44,0.004523601811546722,0.9162023199735487,0.07927407821490462,0.44804911294411937,0.13327408136073585,0.41867680569514476,2.0839957081830615e-33,1.0,1.0,1.0,18,0308122014
1.0,0.44,0.003111397032514702,0.9275770601983776,0.0693115427691077,0.4579185990323823,0.11836672056440689,0.42371468040321086,1.0,8.824341400529216e-17,0.0,1.0,19,0308122014
0.0,0.44,0.002405441290469165,0.9356838811120857,0.06191067759744521,0.46218978682415024,0.11325856865526854,0.4245516445205813,2.021397392414855e-33,1.0,1.0,1.0,20,0308122014
0.0,0.44,0.001565848238074092,0.9471717160339822,0.051262435727943687,0.4644741138409525,0.10915576779062121,0.4263701183684263,6.8292512148490495e-34,1.019804303836963e-16,1.0,1.0,21,0308122014
1.0,0.44,0.0010582868979468305,0.9544558494985509,0.04448586360350247,0.47207248368796806,0.09759368470728844,0.43033383160474353,1.0,8.683125464875986e-17,0.0,1.0,22,0308122014
1.0,0.44,0.0007079229191680269,0.9608451937909888,0.038446883289843296,0.4786202410768022,0.08765566435547871,0.4337240945677191,1.0,8.589476667560746e-17,0.0,1.0,23,0308122014
0.0,0.44,0.00045087877888367597,0.9680089025735304,0.031540218647585834,0.48084150615421767,0.08404999185125253,0.43510850199452983,4.623448387167421e-34,1.0053160139191393e-16,1.0,1.0,24,0308122014
1.0,0.44,0.00028845829236851423,0.9734133329905329,0.026298208717098523,0.4587646698731677,0.08432133679191396,0.4569139933349184,1.0,0.9999999999999998,0.0,1.0,25,0308122014
