self_press_hist,prob_self_action,belief_self_pos_hist,belief_self_neg_hist,belief_self_zero_hist,belief_other_pos_hist,belief_other_neg_hist,belief_other_zero_hist,belief_self_press_hist,belief_other_press_hist,outcome_present_hist,experiment_condition_hist,timesteps,PID
0.0,0.08,0.4005779603484718,0.2670519735656479,0.3323700660858802,0.3550563058263632,0.3106099969736316,0.33433369720000516,9.471049541602978e-33,9.379272413172074e-17,0.0,2.0,1,0308112018
1.0,0.08,0.46752930013455674,0.20779080005980297,0.32467989980564027,0.3766222171514576,0.28902332173828404,0.33435446111025835,1.0,1.0,1.0,2.0,2,0308112018
0.0,0.08,0.4346802718344257,0.24198699687128916,0.32333273129428525,0.4408907276479774,0.24925126521431662,0.30985800713770606,1.2627785947617684e-32,1.0,1.0,2.0,3,0308112018
1.0,0.08,0.35758894618224135,0.2986052535895989,0.3438058002281598,0.4644685915632027,0.2287395665343874,0.3067918419024098,1.0,6.841611950164851e-17,0.0,2.0,4,0308112018
0.0,0.08,0.3552142896151196,0.30789560082696993,0.33689010955791043,0.5101422212603722,0.1997861545096567,0.2900716242299711,9.51632197548419e-33,1.0,1.0,2.0,5,0308112018
0.0,0.08,0.3530717294501965,0.314224515291528,0.33270375525827556,0.552330312200298,0.17357679273192075,0.2740928950677812,8.539147114153586e-33,1.0,1.0,2.0,6,0308112018
0.0,0.08,0.3952819631222429,0.26354456554559913,0.34117347133215803,0.5681687559851293,0.16207426215385382,0.26975698186101693,9.907577963667671e-33,2.824385238172803e-17,0.0,2.0,7,0308112018
0.0,0.08,0.42658820248302176,0.22927785103419032,0.34413394648278794,0.5964229342754761,0.1445534760120156,0.25902358971250833,8.681974903712007e-33,2.4301337835891687e-17,0.0,2.0,8,0308112018
0.0,0.08,0.4257074183081711,0.2322864005154789,0.34200618117634995,0.6354052171491738,0.1232635727790715,0.24133121007175476,8.242788002744017e-33,1.0,1.0,2.0,9,0308112018
0.0,0.08,0.42691126204736385,0.2326638993021795,0.3404248386504566,0.6711022464673638,0.10440342388051202,0.22449432965212424,7.920831640483536e-33,1.0,1.0,2.0,10,0308112018
0.0,0.08,0.4290656139582095,0.23170340967032624,0.3392309763714643,0.7034230099460145,0.08801735400993634,0.20855963604404912,7.712445963488619e-33,1.0,1.0,2.0,11,0308112018
0.0,0.08,0.43166492840098564,0.23002726123116457,0.3383078103678497,0.7325325959441755,0.07392693669942758,0.19354046735639693,7.568061788423352e-33,1.0,1.0,2.0,12,0308112018
0.0,0.08,0.4546224411186889,0.20341942605945923,0.3419581328218518,0.7550005920225931,0.06378062668931914,0.18121878128808766,8.106401047272031e-33,9.973658238578117e-18,0.0,2.0,13,0308112018
0.0,0.08,0.4575148464919999,0.20130977920062704,0.3411753743073732,0.7795864561391288,0.053118975918356834,0.16729456794251427,7.516960011815877e-33,1.0,1.0,2.0,14,0308112018
0.0,0.08,0.46060128422669727,0.19886253502963608,0.34053618074366665,0.8016378267894809,0.044073692755152584,0.15428848045536644,7.439663336913955e-33,1.0,1.0,2.0,15,0308112018
0.0,0.08,0.46375150127430875,0.1962417013530495,0.34000679737264167,0.8213639471233931,0.03644958671913407,0.14218646615747285,7.380898219042625e-33,1.0,1.0,2.0,16,0308112018
0.0,0.08,0.46689162859908967,0.19354658853132403,0.3395617828695862,0.8389857672453664,0.030056785136104516,0.13095744761852915,7.335310118231475e-33,1.0,1.0,2.0,17,0308112018
0.0,0.08,0.4843652599968163,0.17341606625620967,0.34221867374697407,0.85518450143518,0.025065824025327872,0.11974967453949215,7.719652090186482e-33,5.260000326982457e-18,0.0,2.0,18,0308112018
0.0,0.08,0.4874184554279505,0.1708466045933549,0.3417349399786946,0.8694845748486717,0.020548323348026996,0.10996710180330126,7.339969499847422e-33,1.0,1.0,2.0,19,0308112018
0.0,0.08,0.49043802720715374,0.16825218133087397,0.3413097914619724,0.882264228139876,0.0167997474852564,0.10093602437486764,7.311946826953437e-33,1.0,1.0,2.0,20,0308112018
0.0,0.08,0.49339819249546873,0.16567027982987792,0.34093152767465323,0.8936841641003614,0.013701752270172007,0.09261408362946642,7.289527521630476e-33,1.0,1.0,2.0,21,0308112018
0.0,0.08,0.5075639592472383,0.1497996403299933,0.34263640042276833,0.9054936184764336,0.01115370364480633,0.08335267787876006,7.470227054250195e-33,3.581178296620208e-18,0.0,2.0,22,0308112018
0.0,0.08,0.5103845581179595,0.14741741594890326,0.3421980259331373,0.9146055752887186,0.009056856874148124,0.07633756783713323,7.304234762269739e-33,1.0,1.0,2.0,23,0308112018
0.0,0.08,0.5131454291526335,0.145059035753632,0.34179553509373445,0.9227698709160602,0.0073386788199810956,0.0698914502639588,7.289827512490829e-33,1.0,1.0,2.0,24,0308112018
0.0,0.08,0.5251285810802927,0.13202606548269857,0.3428453534370088,0.9318285787304561,0.005880183952299183,0.06229123731724482,7.307190044379258e-33,2.8509541538549314e-18,0.0,2.0,25,0308112018
